citations_fetched,id,published,publisher,source,categories,pdf_url,doi,title,abstract,all_categories,authors,citations
True,http://arxiv.org/abs/2007.14206v1,2020-07-27T14:30:23Z,,arXiv,physics.comp-ph,http://arxiv.org/pdf/2007.14206v1.pdf,2007.14206v1,Machine Learning Potential Repository,"This paper introduces a machine learning potential repository that includes Pareto optimal machine learning potentials. It also shows the systematic development of accurate and fast machine learning potentials for a wide range of elemental systems. As a result, many Pareto optimal machine learning potentials are available in the repository from a website. Therefore, the repository will help many scientists to perform accurate and fast atomistic simulations.","physics.comp-ph, cond-mat.mtrl-sci, physics.chem-ph, physics.data-an",Atsuto Seko,[]
True,http://arxiv.org/abs/1908.04710v3,2019-08-13T15:52:31Z,,arXiv,cs.LG,http://arxiv.org/pdf/1908.04710v3.pdf,1908.04710v3,metric-learn: Metric Learning Algorithms in Python,"metric-learn is an open source Python package implementing supervised and weakly-supervised distance metric learning algorithms. As part of scikit-learn-contrib, it provides a unified interface compatible with scikit-learn which allows to easily perform cross-validation, model selection, and pipelining with other machine learning estimators. metric-learn is thoroughly tested and available on PyPi under the MIT licence.","cs.LG, stat.ML","William de Vazelhes, CJ Carey, Yuan Tang, Nathalie Vauquier, Aurélien Bellet",[]
True,http://arxiv.org/abs/2002.12364v1,2020-02-27T13:35:26Z,Springer US,arXiv,cs.LG,http://arxiv.org/pdf/2002.12364v1.pdf,10.1007/978-1-4615-5529-2,Theoretical Models of Learning to Learn,"A Machine can only learn if it is biased in some way. Typically the bias is supplied by hand, for example through the choice of an appropriate set of features. However, if the learning machine is embedded within an {\em environment} of related tasks, then it can {\em learn} its own bias by learning sufficiently many tasks from the environment. In this paper two models of bias learning (or equivalently, learning to learn) are introduced and the main theoretical results presented. The first model is a PAC-type model based on empirical process theory, while the second is a hierarchical Bayes model.","cs.LG, stat.ML",Jonathan Baxter,[]
True,http://arxiv.org/abs/1509.00913v3,2015-09-03T01:30:29Z,,arXiv,cs.LG,http://arxiv.org/pdf/1509.00913v3.pdf,1509.00913v3,On-the-Fly Learning in a Perpetual Learning Machine,"Despite the promise of brain-inspired machine learning, deep neural networks (DNN) have frustratingly failed to bridge the deceptively large gap between learning and memory. Here, we introduce a Perpetual Learning Machine; a new type of DNN that is capable of brain-like dynamic 'on the fly' learning because it exists in a self-supervised state of Perpetual Stochastic Gradient Descent. Thus, we provide the means to unify learning and memory within a machine learning framework. We also explore the elegant duality of abstraction and synthesis: the Yin and Yang of deep learning.","cs.LG, 68Txx",Andrew J. R. Simpson,[]
True,http://arxiv.org/abs/1607.01400v1,2016-07-05T20:04:57Z,Springer Science and Business Media LLC,arXiv,stat.ML,http://arxiv.org/pdf/1607.01400v1.pdf,10.1007/s10994-016-5562-z,An Aggregate and Iterative Disaggregate Algorithm with Proven Optimality   in Machine Learning,"We propose a clustering-based iterative algorithm to solve certain optimization problems in machine learning, where we start the algorithm by aggregating the original data, solving the problem on aggregated data, and then in subsequent steps gradually disaggregate the aggregated data. We apply the algorithm to common machine learning problems such as the least absolute deviation regression problem, support vector machines, and semi-supervised support vector machines. We derive model-specific data aggregation and disaggregation procedures. We also show optimality, convergence, and the optimality gap of the approximated solution in each iteration. A computational study is provided.","stat.ML, cs.LG","Young Woong Park, Diego Klabjan","['10.1287/opre.13.1.82', '10.1145/1961189.1961199', '10.7551/mitpress/7503.003.0032', '10.1016/s0167-5060(08)70731-3', '10.1007/978-3-642-15880-3_28', '10.1002/net.3230130205', '10.1007/3-540-46014-4_31', '10.1287/opre.38.4.619', '10.1109/tpami.2014.2299812', '10.1007/978-1-4419-9154-6', '10.1287/opre.28.6.1450', '10.1098/rsta.1909.0016', '10.1145/1150402.1150486', '10.1287/opre.39.4.553', '10.1162/089976698300017467', '10.1016/0305-0548(87)90035-9', '10.2307/1914133', '10.1109/ijcnn.2005.1555965', '10.1145/956750.956786', '10.1007/s10618-005-0005-7', '10.1145/233269.233324']"
True,http://arxiv.org/abs/2202.10564v1,2022-02-21T22:45:59Z,,arXiv,cs.HC,http://arxiv.org/pdf/2202.10564v1.pdf,2202.10564v1,Human-in-the-loop Machine Learning: A Macro-Micro Perspective,"Though technical advance of artificial intelligence and machine learning has enabled many promising intelligent systems, many computing tasks are still not able to be fully accomplished by machine intelligence. Motivated by the complementary nature of human and machine intelligence, an emerging trend is to involve humans in the loop of machine learning and decision-making. In this paper, we provide a macro-micro review of human-in-the-loop machine learning. We first describe major machine learning challenges which can be addressed by human intervention in the loop. Then we examine closely the latest research and findings of introducing humans into each step of the lifecycle of machine learning. Finally, we analyze current research gaps and point out future research directions.",cs.HC,"Jiangtao Wang, Bin Guo, Liming Chen",[]
True,http://arxiv.org/abs/2407.05526v1,2024-07-08T00:19:43Z,,arXiv,cs.LG,http://arxiv.org/pdf/2407.05526v1.pdf,2407.05526v1,Can Machines Learn the True Probabilities?,"When there exists uncertainty, AI machines are designed to make decisions so as to reach the best expected outcomes. Expectations are based on true facts about the objective environment the machines interact with, and those facts can be encoded into AI models in the form of true objective probability functions. Accordingly, AI models involve probabilistic machine learning in which the probabilities should be objectively interpreted. We prove under some basic assumptions when machines can learn the true objective probabilities, if any, and when machines cannot learn them.","cs.LG, cs.AI, stat.ML",Jinsook Kim,[]
True,http://arxiv.org/abs/2001.09608v1,2020-01-27T07:26:12Z,,arXiv,cs.LG,http://arxiv.org/pdf/2001.09608v1.pdf,2001.09608v1,Some Insights into Lifelong Reinforcement Learning Systems,"A lifelong reinforcement learning system is a learning system that has the ability to learn through trail-and-error interaction with the environment over its lifetime. In this paper, I give some arguments to show that the traditional reinforcement learning paradigm fails to model this type of learning system. Some insights into lifelong reinforcement learning are provided, along with a simplistic prototype lifelong reinforcement learning system.","cs.LG, stat.ML",Changjian Li,[]
True,http://arxiv.org/abs/2110.12773v1,2021-10-25T10:05:11Z,,arXiv,cs.LG,http://arxiv.org/pdf/2110.12773v1.pdf,2110.12773v1,Scientific Machine Learning Benchmarks,"The breakthrough in Deep Learning neural networks has transformed the use of AI and machine learning technologies for the analysis of very large experimental datasets. These datasets are typically generated by large-scale experimental facilities at national laboratories. In the context of science, scientific machine learning focuses on training machines to identify patterns, trends, and anomalies to extract meaningful scientific insights from such datasets. With a new generation of experimental facilities, the rate of data generation and the scale of data volumes will increasingly require the use of more automated data analysis. At present, identifying the most appropriate machine learning algorithm for the analysis of any given scientific dataset is still a challenge for scientists. This is due to many different machine learning frameworks, computer architectures, and machine learning models. Historically, for modelling and simulation on HPC systems such problems have been addressed through benchmarking computer applications, algorithms, and architectures. Extending such a benchmarking approach and identifying metrics for the application of machine learning methods to scientific datasets is a new challenge for both scientists and computer scientists. In this paper, we describe our approach to the development of scientific machine learning benchmarks and review other approaches to benchmarking scientific machine learning.","cs.LG, physics.comp-ph, I.2","Jeyan Thiyagalingam, Mallikarjun Shankar, Geoffrey Fox, Tony Hey",[]
True,http://arxiv.org/abs/1510.00633v1,2015-10-02T16:15:30Z,,arXiv,stat.ML,http://arxiv.org/pdf/1510.00633v1.pdf,1510.00633v1,Distributed Multitask Learning,"We consider the problem of distributed multi-task learning, where each machine learns a separate, but related, task. Specifically, each machine learns a linear predictor in high-dimensional space,where all tasks share the same small support. We present a communication-efficient estimator based on the debiased lasso and show that it is comparable with the optimal centralized method.","stat.ML, cs.LG","Jialei Wang, Mladen Kolar, Nathan Srebro",[]
